img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,komponen_mentah,komponen_akhir,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,pred_band
SNE_444266_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_444266_ccrop.jpg,test,SNE,B_sepakat_segmented,29.5296461204668,25.05992889404297,0.8486362752811352,3,normal,7144,1,1,2,0.75,0.2,3.0,0.4,True
SNE_722650_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_722650_ccrop.jpg,test,SNE,B_sepakat_segmented,28.178005607210743,12.041594505310059,0.42734019835061066,4,normal,6861,1,1,3,0.75,0.2,3.0,0.4,True
SNE_826401_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_826401_ccrop.jpg,test,SNE,B_sepakat_segmented,29.154759474226502,12.806248664855957,0.4392507054011879,2,normal,5256,1,1,2,0.75,0.2,3.0,0.4,True
SNE_316972_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_316972_ccrop.jpg,test,SNE,B_sepakat_segmented,28.284271247461902,23.0867919921875,0.8162413586759532,2,normal,5970,1,1,2,0.75,0.2,3.0,0.4,True
SNE_149300_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_149300_ccrop.jpg,test,SNE,B_sepakat_segmented,29.154759474226502,14.764822959899902,0.5064292495004925,3,normal,6641,1,1,3,0.75,0.2,3.0,0.4,True
SNE_341145_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_341145_ccrop.jpg,test,SNE,B_sepakat_segmented,20.518284528683193,10.0,0.4873701788285793,3,normal,5282,1,1,2,0.75,0.2,3.0,0.4,True
SNE_221335_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_221335_ccrop.jpg,test,SNE,B_sepakat_segmented,29.410882339705484,20.59126091003418,0.7001238749724765,2,normal,5620,1,1,1,0.75,0.2,3.0,0.4,True
SNE_517466_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_517466_ccrop.jpg,test,SNE,B_sepakat_segmented,31.304951684997057,25.0,0.7985957062499248,2,normal,6263,2,1,2,0.75,0.2,3.0,0.4,True
SNE_892623_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_892623_ccrop.jpg,test,SNE,B_sepakat_segmented,27.073972741361768,13.601470947265625,0.502381792181028,2,normal,5421,1,1,2,0.75,0.2,3.0,0.4,True
SNE_801267_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_801267_ccrop.jpg,test,SNE,B_sepakat_segmented,19.849433241279208,9.05538558959961,0.4562037353675107,4,normal,5509,1,1,3,0.75,0.2,3.0,0.4,True
